id,date,amount,card,id_merchant,time
105,1/17/2018 16:57,1.25,4.26849E+15,65,1/17/2018 16:57
840,1/17/2018 19:16,2.11,4.26849E+15,132,1/17/2018 19:16
2314,1/17/2018 20:06,2.69,3.56107E+15,29,1/17/2018 20:06
3466,1/18/2018 3:12,3.44,3.4412E+14,5,1/18/2018 3:12
2633,1/18/2018 8:18,17.54,4.16531E+18,104,1/18/2018 8:18
2838,1/18/2018 8:58,17.53,1.80099E+14,137,1/18/2018 8:58
3406,1/18/2018 11:17,1.24,3.0182E+13,116,1/18/2018 11:17
2662,1/18/2018 12:41,15.86,4.31965E+12,43,1/18/2018 12:41
2119,1/18/2018 14:13,2.61,3.76028E+14,26,1/18/2018 14:13
3095,1/18/2018 14:39,19,5.0188E+11,15,1/18/2018 14:39
1303,1/18/2018 18:49,10.19,4.15984E+18,116,1/18/2018 18:49
2882,1/19/2018 1:11,16.38,5.50071E+15,82,1/19/2018 1:11
784,1/19/2018 1:34,2.59,4.72378E+18,47,1/19/2018 1:34
1410,1/19/2018 3:01,10.39,4.498E+12,132,1/19/2018 3:01
2956,1/19/2018 5:03,17.53,4.96292E+18,82,1/19/2018 5:03
3381,1/19/2018 7:08,2.51,4.6819E+12,8,1/19/2018 7:08
2253,1/19/2018 10:15,3.93,4.76105E+18,13,1/19/2018 10:15
2015,1/19/2018 11:41,3.27,2.13194E+14,124,1/19/2018 11:41
1183,1/19/2018 12:28,10.4,1.80099E+14,60,1/19/2018 12:28
917,1/19/2018 13:15,10.16,3.53565E+15,81,1/19/2018 13:15
679,1/19/2018 14:23,2.47,4.15072E+15,131,1/19/2018 14:23
458,1/19/2018 17:44,5.96,6.50024E+15,138,1/19/2018 17:44
1245,1/19/2018 20:12,11.58,4.86676E+18,132,1/19/2018 20:12
2238,1/20/2018 1:13,3.7,5.36178E+15,107,1/20/2018 1:13
2411,1/20/2018 2:23,2.17,4.26369E+15,109,1/20/2018 2:23
1954,1/20/2018 3:18,3.38,3.00633E+13,93,1/20/2018 3:18
2791,1/20/2018 3:19,17.64,3.00783E+13,37,1/20/2018 3:19
302,1/20/2018 4:32,4.51,5.01809E+11,83,1/20/2018 4:32
1266,1/20/2018 7:47,10.58,3.0143E+13,34,1/20/2018 7:47
1456,1/20/2018 8:35,11.96,5.0188E+11,121,1/20/2018 8:35
256,1/20/2018 9:56,9.81,4.15984E+18,69,1/20/2018 9:56
2445,1/20/2018 10:50,2.17,4.71177E+15,113,1/20/2018 10:50
729,1/20/2018 13:44,1.83,5.0188E+11,119,1/20/2018 13:44
1615,1/20/2018 16:31,10.51,5.84227E+11,10,1/20/2018 16:31
1320,1/20/2018 17:30,13.84,4.50641E+15,109,1/20/2018 17:30
193,1/20/2018 19:46,8.03,4.26369E+15,8,1/20/2018 19:46
1037,1/20/2018 20:11,10.12,3.76028E+14,37,1/20/2018 20:11
277,1/20/2018 21:29,4.87,1.80099E+14,113,1/20/2018 21:29
2537,1/20/2018 22:58,16.44,6.50024E+15,18,1/20/2018 22:58
1417,1/20/2018 23:29,10.58,4.72378E+18,110,1/20/2018 23:29
870,1/21/2018 0:03,2.32,4.71177E+15,130,1/21/2018 0:03
3006,1/21/2018 1:30,20.29,5.13584E+15,136,1/21/2018 1:30
132,1/21/2018 2:01,8.61,5.17595E+15,37,1/21/2018 2:01
2844,1/21/2018 5:38,16.29,3.51695E+15,106,1/21/2018 5:38
494,1/21/2018 6:47,5.34,4.498E+12,85,1/21/2018 6:47
1892,1/21/2018 13:18,10.38,4.50641E+15,15,1/21/2018 13:18
227,1/21/2018 15:37,5.51,2.13194E+14,21,1/21/2018 15:37
322,1/21/2018 16:05,2.88,5.17595E+15,75,1/21/2018 16:05
1492,1/21/2018 17:27,10.28,5.01809E+11,148,1/21/2018 17:27
1338,1/21/2018 20:28,10.24,4.72378E+18,63,1/21/2018 20:28
565,1/21/2018 23:04,2.22,3.72415E+14,149,1/21/2018 23:04
1704,1/22/2018 2:08,10.38,4.6819E+12,98,1/22/2018 2:08
1442,1/22/2018 8:07,1131,5.5706E+15,144,1/22/2018 8:07
2044,1/22/2018 11:52,1.67,1.80099E+14,30,1/22/2018 11:52
1057,1/22/2018 14:56,10.75,5.5706E+15,117,1/22/2018 14:56
1935,1/22/2018 16:26,2.35,4.72378E+18,96,1/22/2018 16:26
1364,1/22/2018 22:48,11.63,6.01199E+15,150,1/22/2018 22:48
1509,1/23/2018 1:51,11.3,4.50641E+15,134,1/23/2018 1:51
3499,1/23/2018 6:23,2.67,3.51695E+15,51,1/23/2018 6:23
2667,1/23/2018 6:29,1678,5.0188E+11,92,1/23/2018 6:29
1379,1/23/2018 8:07,10.47,4.86676E+18,7,1/23/2018 8:07
538,1/23/2018 8:18,1.48,5.50071E+15,35,1/23/2018 8:18
2070,1/23/2018 10:30,4.34,4.02791E+15,110,1/23/2018 10:30
110,1/23/2018 12:06,6.38,5.13584E+15,94,1/23/2018 12:06
2319,1/23/2018 16:13,5.58,5.84227E+11,33,1/23/2018 16:13
392,1/23/2018 18:14,7.15,3.00633E+13,88,1/23/2018 18:14
318,1/24/2018 1:31,3.54,3.53565E+15,81,1/24/2018 1:31
2212,1/24/2018 3:43,2.78,3.58135E+15,68,1/24/2018 3:43
263,1/24/2018 7:14,5.56,5.50071E+15,36,1/24/2018 7:14
1463,1/24/2018 7:55,10.96,6.50024E+15,107,1/24/2018 7:55
168,1/24/2018 8:28,5,4.26849E+15,141,1/24/2018 8:28
3196,1/24/2018 9:31,15.22,3.76028E+14,83,1/24/2018 9:31
942,1/24/2018 10:54,10.69,3.00633E+13,2,1/24/2018 10:54
3093,1/24/2018 12:41,17.21,4.26849E+15,133,1/24/2018 12:41
1231,1/24/2018 13:06,13.39,3.0182E+13,91,1/24/2018 13:06
2913,1/24/2018 13:17,1691,4.76105E+18,14,1/24/2018 13:17
3144,1/24/2018 14:45,18.15,4.6819E+12,27,1/24/2018 14:45
2973,1/24/2018 16:42,18.59,3.56195E+15,90,1/24/2018 16:42
2265,1/24/2018 23:15,5.78,4.53999E+15,11,1/24/2018 23:15
148,1/25/2018 0:52,8.7,5.17595E+15,132,1/25/2018 0:52
273,1/25/2018 7:41,5.74,4.71177E+15,20,1/25/2018 7:41
1502,1/25/2018 8:58,11.35,3.76028E+14,141,1/25/2018 8:58
178,1/25/2018 11:54,6.4,5.50071E+15,72,1/25/2018 11:54
1841,1/25/2018 14:38,10.17,4.16531E+18,24,1/25/2018 14:38
1252,1/25/2018 16:52,10.1,3.0182E+13,80,1/25/2018 16:52
2880,1/26/2018 5:10,16.54,5.84227E+11,13,1/26/2018 5:10
1758,1/26/2018 6:11,10.12,3.56107E+15,124,1/26/2018 6:11
938,1/26/2018 9:30,10.76,4.498E+12,30,1/26/2018 9:30
969,1/26/2018 11:32,11.39,6.75911E+11,67,1/26/2018 11:32
1730,1/26/2018 13:10,11.95,2.13194E+14,11,1/26/2018 13:10
2478,1/26/2018 14:06,17.58,5.36178E+15,106,1/26/2018 14:06
299,1/26/2018 20:32,7,4.02791E+15,78,1/26/2018 20:32
2454,1/26/2018 21:32,17.08,4.7432E+18,81,1/26/2018 21:32
103,1/27/2018 0:11,5.87,3.4412E+14,64,1/27/2018 0:11
3261,1/27/2018 0:56,16.14,4.72378E+18,94,1/27/2018 0:56
2636,1/27/2018 4:07,18.58,4.53999E+15,49,1/27/2018 4:07
3452,1/27/2018 8:24,3.08,3.5822E+15,43,1/27/2018 8:24
3284,1/27/2018 8:36,15.15,6.50024E+15,71,1/27/2018 8:36
639,1/27/2018 14:00,1.88,6.50024E+15,35,1/27/2018 14:00
2382,1/27/2018 18:02,1.83,4.26849E+15,85,1/27/2018 18:02
1495,1/27/2018 19:10,11.93,2.13194E+14,45,1/27/2018 19:10
142,1/27/2018 23:35,6.12,4.27647E+12,135,1/27/2018 23:35
1374,1/28/2018 5:11,13.03,4.26849E+15,109,1/28/2018 5:11
2978,1/28/2018 14:38,19.93,3.51711E+15,71,1/28/2018 14:38
911,1/28/2018 14:45,10.71,5.13584E+15,77,1/28/2018 14:45
2686,1/28/2018 17:01,17.62,5.5706E+15,82,1/28/2018 17:01
3280,1/28/2018 18:51,18.64,6.50024E+15,147,1/28/2018 18:51
744,1/28/2018 19:30,0.72,6.01199E+15,36,1/28/2018 19:30
231,1/28/2018 20:44,6.52,4.2791E+18,44,1/28/2018 20:44
2660,1/28/2018 21:41,18.8,4.02791E+15,105,1/28/2018 21:41
3168,1/29/2018 2:00,18.65,4.498E+12,90,1/29/2018 2:00
2852,1/29/2018 2:49,18.19,4.72378E+18,40,1/29/2018 2:49
549,1/29/2018 2:51,3.68,3.56107E+15,140,1/29/2018 2:51
2115,1/29/2018 5:15,3.54,4.96292E+18,45,1/29/2018 5:15
1914,1/29/2018 6:32,10.24,3.51711E+15,49,1/29/2018 6:32
536,1/29/2018 7:01,2.65,4.15072E+15,5,1/29/2018 7:01
681,1/29/2018 7:09,2.46,4.72378E+18,138,1/29/2018 7:09
1798,1/29/2018 11:06,14.19,4.16531E+18,59,1/29/2018 11:06
356,1/29/2018 11:52,5.14,4.76105E+18,131,1/29/2018 11:52
2014,1/29/2018 12:54,3.93,4.7432E+18,142,1/29/2018 12:54
2029,1/29/2018 13:38,2.06,3.56107E+15,22,1/29/2018 13:38
3365,1/29/2018 14:09,2.37,5.13584E+15,92,1/29/2018 14:09
2473,1/29/2018 17:25,17.99,3.56107E+15,34,1/29/2018 17:25
1020,1/29/2018 19:47,10.25,5.17595E+15,91,1/29/2018 19:47
2076,1/29/2018 22:49,5.33,4.50641E+15,45,1/29/2018 22:49
2664,1/29/2018 23:55,16.73,5.84227E+11,10,1/29/2018 23:55
1486,1/30/2018 2:32,10.15,3.56107E+15,87,1/30/2018 2:32
2177,1/30/2018 4:24,2.72,3.0182E+13,133,1/30/2018 4:24
2782,1/30/2018 4:52,17.05,5.5706E+15,147,1/30/2018 4:52
2646,1/30/2018 6:49,15.97,4.2791E+18,82,1/30/2018 6:49
1027,1/30/2018 9:15,10.53,3.56107E+15,79,1/30/2018 9:15
2047,1/30/2018 14:21,2.86,3.53565E+15,32,1/30/2018 14:21
2132,1/30/2018 14:21,4.15,4.18816E+15,85,1/30/2018 14:21
3205,1/30/2018 16:34,16.91,3.51711E+15,112,1/30/2018 16:34
26,1/30/2018 16:48,4.04,3.76028E+14,74,1/30/2018 16:48
1243,1/30/2018 17:53,10.85,4.2791E+18,64,1/30/2018 17:53
1415,1/30/2018 18:31,1177,4.31965E+12,64,1/30/2018 18:31
2186,1/30/2018 22:14,3.65,4.15984E+18,102,1/30/2018 22:14
3126,1/31/2018 0:51,16.43,4.18816E+15,48,1/31/2018 0:51
3310,1/31/2018 1:24,15.99,4.15984E+18,105,1/31/2018 1:24
1080,1/31/2018 2:09,10.09,4.58696E+18,118,1/31/2018 2:09
647,1/31/2018 5:46,2.75,4.31965E+12,81,1/31/2018 5:46
1729,1/31/2018 6:01,10.28,4.50641E+15,26,1/31/2018 6:01
1545,1/31/2018 9:42,10.49,3.51711E+15,77,1/31/2018 9:42
2219,1/31/2018 10:34,4.17,5.84227E+11,78,1/31/2018 10:34
2954,1/31/2018 11:06,18.78,4.71177E+15,48,1/31/2018 11:06
777,1/31/2018 13:17,0.58,4.74104E+12,63,1/31/2018 13:17
1405,1/31/2018 18:25,11.25,4.2791E+18,127,1/31/2018 18:25
3286,1/31/2018 23:44,16.02,4.50641E+15,44,1/31/2018 23:44
1657,2/1/2018 8:49,10.26,4.72378E+18,115,2/1/2018 8:49
45,2/1/2018 9:29,6.3,4.53999E+15,116,2/1/2018 9:29
1024,2/1/2018 11:05,10.49,4.74104E+12,138,2/1/2018 11:05
899,2/1/2018 11:15,10.65,4.2791E+18,65,2/1/2018 11:15
1279,2/1/2018 18:37,10.27,4.15072E+15,145,2/1/2018 18:37
989,2/1/2018 20:33,11.62,3.5822E+15,4,2/1/2018 20:33
1516,2/1/2018 20:44,10.24,3.51711E+15,51,2/1/2018 20:44
2150,2/1/2018 21:52,1.54,4.7432E+18,43,2/1/2018 21:52
2793,2/2/2018 3:11,15.95,4.83448E+15,27,2/2/2018 3:11
2776,2/2/2018 10:56,15.52,4.64401E+18,95,2/2/2018 10:56
1360,2/2/2018 11:31,10.75,3.72415E+14,135,2/2/2018 11:31
2638,2/2/2018 16:57,15.27,4.6819E+12,53,2/2/2018 16:57
3491,2/2/2018 17:43,2.17,5.50071E+15,64,2/2/2018 17:43
1752,2/2/2018 17:56,10.15,5.01809E+11,127,2/2/2018 17:56
2456,2/2/2018 18:46,18.64,4.74104E+12,148,2/2/2018 18:46
13,2/2/2018 21:41,4.29,6.50024E+15,148,2/2/2018 21:41
248,2/3/2018 3:04,5.24,3.5822E+15,83,2/3/2018 3:04
1715,2/3/2018 6:57,12.39,5.5706E+15,69,2/3/2018 6:57
2245,2/3/2018 7:45,4.53,5.5706E+15,80,2/3/2018 7:45
1701,2/3/2018 12:53,10.23,4.76105E+18,95,2/3/2018 12:53
488,2/3/2018 14:33,7.05,3.0182E+13,3,2/3/2018 14:33
638,2/3/2018 15:45,1.17,3.51695E+15,19,2/3/2018 15:45
2719,2/3/2018 16:27,15.98,4.72378E+18,114,2/3/2018 16:27
3181,2/3/2018 16:34,18.53,3.56107E+15,86,2/3/2018 16:34
3395,2/3/2018 18:05,1.41,4.86676E+18,65,2/3/2018 18:05
1435,2/3/2018 18:48,13.01,3.0182E+13,75,2/3/2018 18:48
3216,2/3/2018 19:32,17.94,3.51695E+15,104,2/3/2018 19:32
2389,2/4/2018 2:22,4.79,3.00633E+13,27,2/4/2018 2:22
11,2/4/2018 4:00,6.9,6.50024E+15,125,2/4/2018 4:00
2011,2/4/2018 9:22,2.41,2.13194E+14,94,2/4/2018 9:22
1996,2/4/2018 16:13,2.92,5.36178E+15,4,2/4/2018 16:13
1981,2/4/2018 18:44,2.68,4.74104E+12,104,2/4/2018 18:44
810,2/4/2018 19:02,0.51,3.56195E+15,75,2/4/2018 19:02
3281,2/4/2018 20:48,18.11,4.53999E+15,98,2/4/2018 20:48
2256,2/4/2018 22:25,5.94,4.26849E+15,43,2/4/2018 22:25
1505,2/5/2018 3:47,10.27,4.26849E+15,17,2/5/2018 3:47
2688,2/5/2018 8:37,17.85,1.80099E+14,1,2/5/2018 8:37
3063,2/5/2018 9:39,15.73,5.03843E+11,75,2/5/2018 9:39
2086,2/5/2018 15:54,1.52,3.00633E+13,145,2/5/2018 15:54
1740,2/5/2018 17:32,10.58,3.0182E+13,39,2/5/2018 17:32
3237,2/5/2018 17:36,17.7,3.53565E+15,50,2/5/2018 17:36
607,2/5/2018 19:19,2.09,4.53999E+15,87,2/5/2018 19:19
1270,2/5/2018 19:35,10.08,5.0188E+11,52,2/5/2018 19:35
1281,2/5/2018 20:08,10.92,4.02791E+15,34,2/5/2018 20:08
3297,2/5/2018 20:43,17.61,1.80099E+14,35,2/5/2018 20:43
881,2/5/2018 21:59,10.81,3.72415E+14,65,2/5/2018 21:59
1819,2/5/2018 23:22,10.96,4.15984E+18,67,2/5/2018 23:22
1079,2/6/2018 4:34,10.86,4.58696E+18,132,2/6/2018 4:34
3494,2/6/2018 10:55,2.49,4.76105E+18,100,2/6/2018 10:55
372,2/6/2018 10:58,4.83,3.76028E+14,72,2/6/2018 10:58
611,2/6/2018 18:29,2.53,3.56107E+15,102,2/6/2018 18:29
1998,2/6/2018 20:53,4.58,1.80099E+14,9,2/6/2018 20:53
