id,name,card,date,amount,merchant,category
22,Austin Johnson,501809222273,2018-04-22 04:22:49,1.81,Ferguson Ltd,coffee shop
23,Mark Lewis,4150721559116778,2018-05-07 03:36:06,1.13,Gomez-Kelly,pub
23,Mark Lewis,4741042733274,2018-07-07 00:40:49,1.76,"Bell, Gonzalez and Lowe",pub
23,Mark Lewis,4741042733274,2018-08-18 03:47:36,1.09,Herrera Group,restaurant
24,Stephanie Dalton,30142966699187,2018-01-12 02:48:29,1.84,Riggs-Adams,restaurant
24,Stephanie Dalton,3582198969197591,2018-08-28 02:09:41,0.75,Clark and Sons,food truck
24,Stephanie Dalton,4681896441519,2018-07-18 00:07:36,1.54,Martinez Group,restaurant
24,Stephanie Dalton,4681896441519,2018-10-02 02:16:00,0.96,Ruiz-Anderson,pub
25,Nancy Contreras,372414832802279,2018-01-10 00:25:40,1.39,Johnson-Watts,restaurant
25,Nancy Contreras,372414832802279,2018-01-16 02:26:16,1.65,"Fisher, Salazar and Thomas",food truck
25,Nancy Contreras,372414832802279,2018-02-28 02:06:08,0.91,Lee LLC,restaurant
25,Nancy Contreras,372414832802279,2018-05-06 04:38:27,1.10,"Mcdaniel, Hines and Mcfarland",coffee shop
25,Nancy Contreras,4319653513507,2018-01-02 02:06:21,1.46,Rodriguez-Parker,food truck
25,Nancy Contreras,4319653513507,2018-07-22 01:03:31,1.20,Stanton Group,pub
